"spkid","H","diameter","albedo","rot_per","GM","BV","UB","IR","epoch","epoch_mjd","e","a","q","i","om","w","ma","ad","tp","per"
54106300,23.00,,,,,,,,2459241.5,59241,0.7460,2.097,0.533,6.10,332.92,48.98,19.07,3.66,2459182.75,1.11e+03
54106299,26.43,,,,,,,,2460600.5,60600,0.5882,2.441,1.005,4.51,300.82,187.41,351.55,3.88,2460633.21,1.39e+03
54106301,25.40,,,,,,,,2460600.5,60600,0.4034,1.783,1.063,7.89,110.96,18.75,201.48,2.50,2460983.29,869
54106302,25.59,,,,,,,,2459230.5,59230,0.2555,1.175,0.875,15.62,115.78,76.14,311.47,1.47,2459293.19,465
54106304,23.38,,,,,,,,2459234.5,59234,0.6336,2.334,0.855,5.63,110.16,79.38,345.12,3.81,2459288.35,1.3e+03
54106305,26.11,,,,,,,,2459231.5,59231,0.5488,1.747,0.788,5.95,98.56,302.16,23.01,2.71,2459177.59,843
54106306,25.57,,,,,,,,2459231.5,59231,0.4694,1.646,0.873,13.44,107.09,302.31,24.63,2.42,2459178.74,771
54106307,20.60,,,,,,,,2460600.5,60600,0.7203,2.599,0.727,28.06,317.62,66.91,340.38,4.47,2460683.87,1.53e+03
54106311,23.67,,,,,,,,2460600.5,60600,0.1936,1.448,1.168,11.29,296.64,194.41,47.79,1.73,2460515.98,637
54106310,24.76,,,,,,,,2460600.5,60600,0.3044,0.9948,0.692,19.29,126.54,109.52,195.58,1.30,2460766.01,362
54106336,22.66,,,,,,,,2460600.5,60600,0.5220,2.326,1.112,1.26,65.44,112.07,2.73,3.54,2460590.68,1.3e+03
54106337,25.83,,,,,,,,2459232.5,59232,0.7469,1.163,0.294,4.91,302.17,306.44,322.11,2.03,2459280.72,458
54106338,23.41,,,,,,,,2460600.5,60600,0.2846,1.458,1.043,8.21,312.38,228.29,6.55,1.87,2460588.80,643
54106339,24.30,,,,,,,,2459232.5,59232,0.8286,2.573,0.441,8.95,111.22,111.97,348.47,4.70,2459280.77,1.51e+03
54106340,23.66,,,,,,,,2459232.5,59232,0.5143,1.12,0.544,14.09,274.56,82.26,56.29,1.70,2459164.80,433
54106341,24.40,,,,,,,,2460600.5,60600,0.2911,1.472,1.043,14.95,130.86,329.09,46.00,1.90,2460517.16,652
54106343,24.40,,,,,,,,2460600.5,60600,0.4447,0.8371,0.465,11.48,120.46,145.02,210.32,1.21,2460716.81,280
54106344,26.35,,,,,,,,2459232.5,59232,0.7212,1.104,0.308,25.59,300.33,309.76,317.29,1.90,2459282.76,424
54106342,27.98,,,,,,,,2460600.5,60600,0.4030,1.671,0.998,2.75,297.86,162.52,270.95,2.34,2460795.65,789
54106345,27.30,,,,,,,,2460600.5,60600,0.1723,1.174,0.972,24.90,298.21,212.56,316.45,1.38,2460656.71,465
54106346,22.26,,,,,,,,2460600.5,60600,0.4232,1.08,0.623,16.67,323.29,300.20,10.09,1.54,2460589.00,410
54106347,29.20,,,,,,,,2460600.5,60600,0.5646,2.136,0.930,0.45,133.52,20.49,63.27,3.34,2460400.04,1.14e+03
54106530,29.60,,,,,,,,2460600.5,60600,0.1733,0.9684,0.801,5.76,113.65,253.69,64.62,1.14,2460538.02,348
54106531,27.90,,,,,,,,2459233.5,59233,0.5154,2.038,0.988,6.34,118.29,14.92,356.09,3.09,2459245.03,1.06e+03
54106532,26.46,,,,,,,,2460600.5,60600,0.0250,1.041,1.015,8.29,296.10,285.83,89.02,1.07,2460504.56,388
54106533,18.59,,,,,,,,2460600.5,60600,0.3377,0.5984,0.396,31.73,27.68,332.66,155.74,0.80,2460527.35,169
54106535,24.30,,,,,,,,2459231.5,59231,0.3154,1.664,1.139,27.42,117.29,16.11,351.55,2.19,2459249.89,784
54106536,26.28,,,,,,,,2459231.5,59231,0.5829,2.338,0.975,5.99,118.68,31.80,352.50,3.70,2459258.68,1.31e+03
54106537,28.03,,,,,,,,2460600.5,60600,0.5816,1.301,0.544,21.80,297.76,282.62,153.58,2.06,2460369.30,542
54106538,26.50,,,,,,,,2460600.5,60600,0.1876,0.8834,0.718,0.90,97.81,220.44,337.65,1.05,2460619.32,303
54106539,27.97,,,,,,,,2460600.5,60600,0.5844,2.362,0.982,5.43,114.40,347.89,15.04,3.74,2460545.13,1.33e+03
54106540,28.73,,,,,,,,2459232.5,59232,0.7425,2.443,0.629,9.16,297.53,97.55,11.56,4.26,2459187.73,1.39e+03
54106542,22.80,,,,,,,,2459239.5,59239,0.5941,1.64,0.666,4.09,60.73,324.31,33.19,2.62,2459168.75,767
54106567,24.80,,,,,,,,2460600.5,60600,0.6181,2.514,0.960,4.55,292.31,143.48,346.32,4.07,2460655.85,1.46e+03
54106566,20.50,,,,,,,,2460600.5,60600,0.3692,1.696,1.070,63.15,303.07,278.99,193.84,2.32,2460972.79,807
54106564,24.04,,,,,,,,2459233.5,59233,0.6634,2.429,0.817,5.87,106.15,82.87,347.50,4.04,2459281.51,1.38e+03
54106565,25.57,,,,,,,,2459233.5,59233,0.5620,1.97,0.863,5.59,124.68,292.67,16.71,3.08,2459186.60,1.01e+03
54106568,20.25,,,,,,,,2459232.5,59232,0.3006,1.684,1.178,22.96,310.10,35.80,101.15,2.19,2459008.17,798
54106569,26.19,,,,,,,,2460600.5,60600,0.2557,0.9268,0.690,8.82,283.83,66.67,170.51,1.16,2460446.15,326
54106570,22.00,,,,,,,,2460600.5,60600,0.5485,2.751,1.242,10.25,167.25,321.30,294.18,4.26,2460905.23,1.67e+03
54106572,25.80,,,,,,,,2459233.5,59233,0.3220,1.184,0.802,20.10,300.35,268.40,307.37,1.56,2459302.26,470
54106571,23.40,,,,,,,,2459234.5,59234,0.7015,2.26,0.675,1.14,45.27,164.16,345.09,3.85,2459285.91,1.24e+03
54106573,23.02,,,,,,,,2459233.5,59233,0.3389,1.756,1.161,48.29,298.88,227.47,338.04,2.35,2459285.33,850
54106574,28.56,,,,,,,,2459232.5,59232,0.4336,1.257,0.712,1.84,106.63,281.09,42.02,1.80,2459172.45,514
54106577,27.30,,,,,,,,2459233.5,59233,0.4103,1.533,0.904,4.01,299.76,123.33,23.68,2.16,2459187.88,693
54106576,25.10,,,,,,,,2460600.5,60600,0.2402,1.406,1.069,9.69,313.75,187.61,76.92,1.74,2460470.33,609
54106575,28.44,,,,,,,,2459232.5,59232,0.6281,2.513,0.934,3.42,114.78,328.48,6.53,4.09,2459206.09,1.45e+03
54106578,27.92,,,,,,,,2459233.5,59233,0.5696,1.812,0.780,2.02,301.08,244.67,342.12,2.84,2459277.74,891
54106579,30.87,,,,,,,,2460600.5,60600,0.2724,1.162,0.845,1.65,296.12,109.84,41.04,1.48,2460548.36,457
54106580,24.00,,,,,,,,2460600.5,60600,0.4686,2.117,1.125,3.20,94.26,46.00,71.93,3.11,2460375.70,1.13e+03
54106586,24.05,,,,,,,,2459234.5,59234,0.5098,0.9217,0.452,23.38,306.91,39.24,81.26,1.39,2459161.55,323
54106585,22.10,,,,,,,,2460600.5,60600,0.5255,2.707,1.284,11.13,93.50,56.63,296.12,4.13,2460889.11,1.63e+03
54106587,22.70,,,,,,,,2459235.5,59235,0.3400,1.676,1.106,29.71,301.36,116.20,34.30,2.25,2459160.02,792
54106591,20.80,,,,,,,,2460600.5,60600,0.5163,2.459,1.190,29.05,120.40,284.65,17.61,3.73,2460531.59,1.41e+03
54106594,22.67,,,,,,,,2459230.5,59230,0.3020,1.164,0.812,17.39,292.54,288.07,298.55,1.52,2459308.77,459
54106593,23.80,,,,,,,,2460600.5,60600,0.1344,1.038,0.898,13.99,311.43,310.58,67.30,1.18,2460528.32,386
54106592,23.80,,,,,,,,2460600.5,60600,0.4820,2.042,1.058,6.05,102.05,52.00,91.83,3.03,2460328.63,1.07e+03
54106596,24.56,,,,,,,,2459234.5,59234,0.1792,1.315,1.080,29.49,119.55,359.01,3.10,1.55,2459229.76,551
54106595,27.35,,,,,,,,2460600.5,60600,0.0777,1.061,0.979,11.23,119.41,291.84,212.59,1.14,2460763.98,399
54106628,25.72,,,,,,,,2460600.5,60600,0.1583,1.032,0.869,11.97,122.41,93.72,128.67,1.20,2460463.60,383
54106629,24.00,,,,,,,,2459237.5,59237,0.2378,1.118,0.852,12.53,312.88,264.66,297.14,1.38,2459312.85,432
54106742,21.64,,,,,,,,2460600.5,60600,0.6154,2.64,1.015,1.22,90.60,305.62,327.50,4.26,2460741.91,1.57e+03
54106752,21.10,,,,,,,,2460600.5,60600,0.6391,1.919,0.693,8.47,257.58,330.56,122.36,3.15,2460270.48,971
54107791,25.10,,,,,,,,2460600.5,60600,0.5207,0.6672,0.320,9.69,312.64,352.89,124.93,1.01,2460531.42,199
54107792,24.80,,,,,,,,2460600.5,60600,0.6499,2.641,0.925,0.52,335.26,118.87,317.11,4.36,2460787.32,1.57e+03
54107794,24.71,,,,,,,,2460600.5,60600,0.7709,2.075,0.476,3.31,104.65,279.47,102.89,3.68,2460288.38,1.09e+03
54109176,21.47,,,,,,,,2460600.5,60600,0.7014,2.39,0.714,19.51,324.89,81.20,15.91,4.07,2460540.86,1.35e+03
54110047,23.71,,,,,,,,2460600.5,60600,0.3768,0.7821,0.487,13.47,143.00,160.22,334.25,1.08,2460618.57,253
54114206,22.29,,,,,,,,2460600.5,60600,0.3511,1.98,1.285,2.56,287.50,168.11,136.62,2.67,2460214.35,1.02e+03
54225498,27.41,,,,,,,,2459232.5,59232,0.4881,1.839,0.942,4.79,120.50,31.13,349.46,2.74,2459259.18,911
54231241,25.00,,,,,,,,2459232.5,59232,0.6042,2.164,0.857,4.18,292.82,255.84,343.63,3.47,2459285.37,1.16e+03
54107793,23.60,,,,,,,,2460600.5,60600,0.5719,2.138,0.915,5.65,310.23,224.52,54.88,3.36,2460426.41,1.14e+03
54107795,24.05,,,,,,,,2460600.5,60600,0.5099,2.176,1.066,5.49,128.14,8.29,54.35,3.29,2460423.48,1.17e+03
54109175,25.43,,,,,,,,2460600.5,60600,0.2094,0.9141,0.723,8.57,312.27,48.45,199.17,1.11,2460743.11,319
54109177,27.23,,,,,,,,2460600.5,60600,0.4215,0.7399,0.428,4.71,129.20,202.73,73.38,1.05,2460553.11,232
54109179,26.80,,,,,,,,2460600.5,60600,0.3031,1.462,1.019,0.97,107.23,11.52,41.17,1.91,2460526.63,646
54109178,25.80,,,,,,,,2459248.5,59248,0.3524,0.7781,0.504,9.22,129.26,192.71,162.99,1.05,2459135.00,251
54109941,26.10,,,0.0042489,,,,,2460600.5,60600,0.5441,2.099,0.957,7.12,136.67,30.74,69.32,3.24,2460386.56,1.11e+03
54109942,27.40,,,,,,,,2460600.5,60600,0.4174,1.661,0.968,4.98,318.44,212.46,247.92,2.35,2460843.92,782
54109943,26.20,,,,,,,,2459253.5,59253,0.5193,2.089,1.004,13.17,135.88,343.72,5.31,3.17,2459237.23,1.1e+03
54110046,24.40,,,,,,,,2459252.5,59252,0.5717,1.533,0.657,4.25,295.00,298.81,326.41,2.41,2459317.19,693
54110048,28.52,,,,,,,,2460600.5,60600,0.1636,1.193,0.997,0.60,107.40,50.33,286.65,1.39,2460697.42,476
54110049,27.10,,,,,,,,2459251.5,59251,0.3637,1.595,1.015,9.87,317.21,171.90,3.41,2.18,2459244.54,736
54110050,26.30,,,,,,,,2459251.5,59251,0.4426,1.743,0.972,10.67,314.98,146.28,12.70,2.51,2459221.83,841
54110051,25.18,,,1.605,,,,,2460600.5,60600,0.3632,1.126,0.717,4.76,321.65,272.78,337.90,1.53,2460627.29,436
54110052,25.95,,,,,,,,2460600.5,60600,0.5563,2.239,0.993,9.47,315.77,161.62,41.93,3.48,2460457.99,1.22e+03
54110053,27.00,,,,,,,,2460600.5,60600,0.3518,1.491,0.966,14.89,135.42,329.91,24.86,2.02,2460554.57,665
54110054,24.00,,,,,,,,2460600.5,60600,0.1634,1.1,0.920,25.48,315.23,90.49,145.20,1.28,2460430.57,421
54110055,26.94,,,,,,,,2460600.5,60600,0.2043,1.237,0.984,8.19,138.13,17.89,234.50,1.49,2460775.63,502
54110056,26.67,,,,,,,,2460600.5,60600,0.2209,1.256,0.979,4.28,140.28,32.45,201.12,1.53,2460827.53,514
54110057,28.90,,,,,,,,2460600.5,60600,0.5844,2.05,0.852,4.24,136.25,308.37,105.76,3.25,2460285.53,1.07e+03
54110058,26.50,,,,,,,,2459252.5,59252,0.5729,2.463,1.052,1.21,327.19,177.86,358.47,3.87,2459258.50,1.41e+03
54110059,28.00,,,,,,,,2460600.5,60600,0.2723,0.9874,0.718,5.38,134.27,113.58,195.38,1.26,2460764.37,358
54110060,27.70,,,,,,,,2459251.5,59251,0.6878,2.769,0.864,1.98,133.53,312.44,7.72,4.67,2459215.43,1.68e+03
54110061,27.10,,,,,,,,2459251.5,59251,0.2742,1.418,1.029,8.00,133.53,5.85,358.91,1.81,2459253.36,617
54110062,28.40,,,,,,,,2460600.5,60600,0.1337,1.138,0.985,6.34,315.60,211.58,352.82,1.29,2460609.34,443
54110063,29.20,,,,,,,,2459254.5,59254,0.6166,2.323,0.891,3.87,135.23,314.25,10.62,3.76,2459216.36,1.29e+03
54110064,26.00,,,,,,,,2459251.5,59251,0.4245,1.64,0.944,20.73,136.04,309.93,20.09,2.34,2459208.70,767
54110065,24.13,,,,,,,,2460600.5,60600,0.3580,0.8961,0.575,25.24,320.67,319.06,19.85,1.22,2460583.41,310
54110066,26.00,,,,,,,,2460600.5,60600,0.2083,0.9816,0.777,6.68,129.43,244.38,30.16,1.19,2460570.74,355
54110067,26.10,,,,,,,,2459251.5,59251,0.6032,2.47,0.980,15.03,135.81,323.44,7.90,3.96,2459220.37,1.42e+03
54110068,26.03,,,,,,,,2459259.5,59259,0.3918,1.656,1.007,0.07,1.29,110.33,13.57,2.30,2459230.15,778
54110070,24.58,,,,,,,,2460600.5,60600,0.5332,0.7506,0.350,30.22,134.79,202.65,7.23,1.15,2460595.73,238
54110069,26.20,,,,,,,,2459258.5,59258,0.5565,2.339,1.037,8.19,135.75,359.40,2.05,3.64,2459251.08,1.31e+03
54110071,25.41,,,,,,,,2459252.5,59252,0.4333,1.79,1.014,2.04,311.80,214.18,350.01,2.57,2459276.77,875
54110072,24.96,,,,,,,,2460600.5,60600,0.5235,2.27,1.082,1.20,87.82,62.51,25.95,3.46,2460510.44,1.25e+03
54110073,25.12,,,,,,,,2459254.5,59254,0.5012,1.15,0.574,6.33,319.29,292.49,308.51,1.73,2459318.93,450
54110074,24.60,,,,,,,,2459252.5,59252,0.6320,2.598,0.956,8.43,134.57,316.66,8.70,4.24,2459215.56,1.53e+03
54110075,21.57,,,,,,,,2460600.5,60600,0.3028,1.385,0.966,39.35,136.73,96.62,37.35,1.80,2460538.75,595
54110077,25.10,,,,,,,,2460600.5,60600,0.4440,0.872,0.485,12.63,137.07,144.77,90.53,1.26,2460525.71,297
54110076,26.20,,,,,,,,2459251.5,59251,0.4167,1.735,1.012,7.13,321.44,193.20,353.97,2.46,2459265.48,835
54110078,25.33,,,,,,,,2460600.5,60600,0.1529,0.9854,0.835,8.83,131.04,235.44,37.83,1.14,2460562.96,357
54110079,28.60,,,,,,,,2460600.5,60600,0.2605,0.9505,0.703,2.35,322.39,292.88,264.79,1.20,2460690.01,338
54110080,24.87,,,,,,,,2459254.5,59254,0.6748,1.093,0.356,0.55,1.66,268.25,311.59,1.83,2459310.66,418
54110081,25.20,,,,,,,,2459252.5,59252,0.3756,1.263,0.789,3.03,146.97,255.08,52.21,1.74,2459177.32,518
54110082,28.10,,,,,,,,2460600.5,60600,0.4963,1.497,0.754,3.45,315.16,258.48,337.79,2.24,2460641.78,669
54110083,24.60,,,,,,,,2459253.5,59253,0.2834,1.529,1.095,11.41,133.88,0.70,1.67,1.96,2459250.29,690
54110084,25.00,,,,,,,,2460600.5,60600,0.2035,1.248,0.994,22.75,314.61,179.78,233.77,1.50,2460779.16,510
54110085,26.20,,,,,,,,2459257.5,59257,0.5033,2.067,1.027,4.58,137.89,358.62,2.40,3.11,2459250.28,1.09e+03
54110086,25.20,,,,,,,,2460600.5,60600,0.3504,1.404,0.912,16.21,138.96,302.37,106.64,1.90,2460420.55,607
54110087,22.95,,,0.215376,,,,,2460600.5,60600,0.0919,0.9299,0.844,7.29,142.37,185.07,213.93,1.02,2460733.40,328
54110088,22.91,,,,,,,,2459254.5,59254,0.5090,1.571,0.772,13.40,318.51,271.23,327.37,2.37,2459319.72,719
54110090,22.94,,,,,,,,2460600.5,60600,0.1068,1.239,1.107,21.33,140.12,83.13,168.46,1.37,2460364.76,504
54110089,24.02,,,,,,,,2460600.5,60600,0.6148,2.875,1.107,2.29,172.77,350.52,267.73,4.64,2461056.80,1.78e+03
54110091,25.40,,,,,,,,2459257.5,59257,0.5454,1.958,0.890,4.48,318.84,123.88,17.69,3.03,2459208.32,1e+03
54110456,21.72,,,,,,,,2460600.5,60600,0.1257,1.139,0.995,19.92,319.36,292.42,279.87,1.28,2460699.27,444
54110458,21.58,,,,,,,,2460600.5,60600,0.7328,1.381,0.369,3.94,107.68,261.81,147.03,2.39,2460358.30,593
54110457,20.68,,,113.9,,,,,2460600.5,60600,0.6970,2.633,0.798,7.83,305.81,134.28,319.07,4.47,2460777.89,1.56e+03
54110459,22.30,,,,,,,,2459250.5,59250,0.3787,1.727,1.073,31.62,140.87,282.55,34.05,2.38,2459172.06,829
54110460,26.69,,,,,,,,2459252.5,59252,0.4647,1.688,0.904,9.14,320.38,132.37,16.16,2.47,2459216.53,801
54110690,25.90,,,,,,,,2459252.5,59252,0.4113,1.18,0.695,27.08,319.32,81.98,50.86,1.67,2459186.34,468
54110691,23.00,,,,,,,,2460600.5,60600,0.2796,0.9708,0.699,8.40,336.13,339.67,143.30,1.24,2460461.43,349
54110692,24.40,,,,,,,,2460600.5,60600,0.6098,2.475,0.966,2.00,346.08,119.21,347.71,3.98,2460649.06,1.42e+03
54110693,24.65,,,,,,,,2459254.5,59254,0.2822,1.274,0.915,24.07,138.77,56.08,329.08,1.63,2459299.62,525
54110694,29.10,,,,,,,,2460600.5,60600,0.4849,1.561,0.804,9.02,139.37,65.42,297.22,2.32,2460724.79,713
54110695,24.12,,,,,,,,2459255.5,59255,0.2781,1.262,0.911,20.13,134.62,301.79,37.28,1.61,2459201.89,518
54110696,23.73,,,,,,,,2460600.5,60600,0.5310,2.286,1.072,9.24,141.72,33.13,13.77,3.50,2460552.21,1.26e+03
54110697,27.80,,,,,,,,2460600.5,60600,0.1413,1.162,0.998,5.25,317.99,221.72,309.40,1.33,2460664.79,457
54110698,22.38,,,,,,,,2460600.5,60600,0.4161,1.42,0.829,4.61,44.98,356.51,110.03,2.01,2460411.69,618
54110699,22.45,,,,,,,,2460600.5,60600,0.4131,0.8206,0.482,20.26,295.82,42.11,102.75,1.16,2460523.00,272
54111240,24.77,,,,,,,,2460600.5,60600,0.5419,2.427,1.112,6.70,149.38,28.82,341.06,3.74,2460673.16,1.38e+03
54111242,26.70,,,,,,,,2460600.5,60600,0.0904,1.132,1.030,7.59,317.50,190.90,15.53,1.23,2460581.52,440
54111243,24.42,,,,,,,,2460600.5,60600,0.5165,1.829,0.884,11.25,315.98,117.13,198.96,2.77,2461004.58,903
54111244,22.70,,,,,,,,2460600.5,60600,0.2199,1.085,0.846,8.89,156.04,112.79,349.02,1.32,2460613.08,413
54111245,23.93,,,,,,,,2460600.5,60600,0.5110,1.39,0.680,11.69,304.54,88.07,136.71,2.10,2460373.22,598
54111246,27.53,,,,,,,,2459260.5,59260,0.6295,2.407,0.892,3.40,310.91,140.13,11.31,3.92,2459217.64,1.36e+03
54111247,29.80,,,,,,,,2459253.5,59253,0.5427,1.696,0.775,0.92,139.96,289.72,20.82,2.62,2459206.86,806
54111248,25.00,,,,,,,,2459253.5,59253,0.1869,1.132,0.920,24.61,141.10,281.59,58.57,1.34,2459181.93,440
54111249,27.30,,,,,,,,2459254.5,59254,0.6290,1.893,0.702,3.75,146.24,275.31,18.32,3.08,2459206.08,952
54111250,26.23,,,,,,,,2460600.5,60600,0.0790,1.037,0.955,3.28,333.95,259.43,95.90,1.12,2460497.80,386
54111251,25.78,,,,,,,,2460600.5,60600,0.0341,1.015,0.981,12.43,140.52,222.41,355.78,1.05,2460604.88,374
54111252,21.31,,,,,,,,2460600.5,60600,0.6638,3.59,1.207,9.44,321.39,240.46,187.00,5.97,2461794.69,2.48e+03
54111254,22.80,,,,,,,,2459255.5,59255,0.6425,1.064,0.380,8.82,150.24,128.81,304.01,1.75,2459317.83,401
54111256,24.52,,,,,,,,2460600.5,60600,0.6186,2.381,0.908,9.08,135.39,322.99,9.18,3.85,2460566.25,1.34e+03
54111258,22.65,,,,,,,,2459255.5,59255,0.7799,2.404,0.529,17.81,144.54,101.78,345.37,4.28,2459310.83,1.36e+03
54111259,23.46,,,,,,,,2460600.5,60600,0.4114,1.736,1.022,10.63,324.25,155.70,226.91,2.45,2460909.29,835
54111260,31.00,,,,,,,,2460600.5,60600,0.3145,1.105,0.757,4.54,140.07,271.78,115.86,1.45,2460464.01,424
54111261,24.30,,,,,,,,2459259.5,59259,0.4535,1.896,1.036,14.98,145.98,10.11,356.83,2.76,2459267.89,953
54111263,20.73,,,,,,,,2460600.5,60600,0.7060,2.215,0.651,4.67,59.54,195.55,13.72,3.78,2460554.61,1.2e+03
54111262,20.30,,,,,,,,2460600.5,60600,0.3546,1.716,1.107,42.00,153.34,78.42,194.99,2.32,2460976.83,821
54111264,26.50,,,,,,,,2459252.5,59252,0.4850,1.929,0.993,5.58,314.59,156.96,8.51,2.86,2459229.38,978
54111265,21.66,,,,,,,,2460600.5,60600,0.7397,1.53,0.398,6.68,182.32,96.47,298.23,2.66,2460719.12,691
54111266,25.89,,,,,,,,2460600.5,60600,0.3649,1.573,0.999,13.72,322.45,188.52,307.27,2.15,2460706.04,721
54111267,22.08,,,,,,,,2459257.5,59257,0.6670,1.838,0.612,3.94,202.25,197.02,21.61,3.06,2459202.86,910
54111268,26.70,,,,,,,,2459252.5,59252,0.4933,1.796,0.910,0.59,98.18,90.85,343.49,2.68,2459292.83,879
54111269,27.60,,,,,,,,2460600.5,60600,0.2663,1.415,1.038,2.54,140.00,11.59,61.67,1.79,2460495.15,615
54111270,20.47,,,,,,,,2460600.5,60600,0.4457,1.937,1.074,9.89,181.34,342.23,124.37,2.80,2460260.27,985
54111271,23.90,,,,,,,,2459255.5,59255,0.7048,2.342,0.691,2.66,212.27,12.17,345.70,3.99,2459307.53,1.31e+03
54111272,21.87,,,,,,,,2460600.5,60600,0.6803,1.914,0.612,4.73,41.79,4.54,166.01,3.22,2460154.65,967
54111273,25.56,,,,,,,,2460600.5,60600,0.6299,2.839,1.051,2.02,352.43,166.24,274.15,4.63,2461017.18,1.75e+03
54111274,26.80,,,,,,,,2459253.5,59253,0.3610,1.544,0.986,4.08,309.40,149.55,18.96,2.10,2459216.60,701
54111275,23.31,,,,,,,,2459256.5,59256,0.4546,1.36,0.742,19.51,146.58,88.45,321.42,1.98,2459318.61,580
54114197,23.33,,,,,,,,2460600.5,60600,0.4690,1.738,0.923,7.19,155.53,57.07,193.64,2.55,2460987.09,837
54114196,22.26,,,,,,,,2460600.5,60600,0.1586,1.145,0.963,24.47,130.67,138.11,258.31,1.33,2460726.89,447
54114198,24.60,,,,,,,,2460600.5,60600,0.5906,1.266,0.518,19.59,140.87,252.50,248.62,2.01,2460761.46,520
54114200,19.65,,,,,,,,2460600.5,60600,0.5402,1.757,0.808,6.94,204.80,225.05,227.82,2.71,2460912.78,850
54114201,23.77,,,,,,,,2460600.5,60600,0.3560,1.171,0.754,4.67,123.07,115.07,268.00,1.59,2460718.82,463
54114202,23.60,,,,,,,,2459255.5,59255,0.6769,1.946,0.629,57.71,318.85,269.99,341.66,3.26,2459305.99,991
54114203,26.94,,,,,,,,2460600.5,60600,0.0127,1.044,1.030,3.89,147.64,239.98,276.38,1.06,2460690.97,389
54114205,24.65,,,,,,,,2460600.5,60600,0.2825,1.291,0.926,13.71,147.74,61.89,143.63,1.66,2460386.72,536
54114204,25.70,,,,,,,,2459255.5,59255,0.5926,2.022,0.824,3.28,165.41,42.67,343.80,3.22,2459302.77,1.05e+03
54114207,25.50,,,,,,,,2459255.5,59255,0.2336,1.056,0.810,29.30,320.33,85.08,70.34,1.30,2459178.02,397
54114208,24.20,,,,,,,,2459253.5,59253,0.0607,1.26,1.184,2.59,131.63,96.87,279.23,1.34,2459369.44,517
54114209,26.05,,,,,,,,2459254.5,59254,0.5505,1.994,0.896,1.12,235.14,210.58,15.02,3.09,2459211.57,1.03e+03
54114210,26.80,,,,,,,,2459255.5,59255,0.4824,1.838,0.951,1.14,231.00,310.75,346.98,2.72,2459288.42,910
54115822,24.90,,,,,,,,2460600.5,60600,0.4438,1.988,1.106,0.84,257.36,278.67,100.56,2.87,2460314.59,1.02e+03
54115823,23.35,,,,,,,,2460600.5,60600,0.6164,2.994,1.148,12.97,165.12,329.20,258.23,4.84,2461135.35,1.89e+03
54115824,27.80,,,,,,,,2460600.5,60600,0.4923,1.1,0.559,5.64,325.45,287.43,15.63,1.64,2460582.20,421
54115825,24.54,,,,,,,,2460600.5,60600,0.4529,1.989,1.088,4.51,191.76,332.02,104.30,2.89,2460303.68,1.02e+03
54115827,28.60,,,,,,,,2460600.5,60600,0.4159,1.14,0.666,4.21,143.34,96.22,319.56,1.61,2460650.42,444
54115829,23.96,,,,,,,,2460600.5,60600,0.6536,2.573,0.891,4.91,329.12,112.55,331.28,4.26,2460720.78,1.51e+03
54115830,18.85,,,,,,,,2460600.5,60600,0.4917,2.204,1.120,37.76,70.19,125.44,30.87,3.29,2460498.02,1.2e+03
54115832,26.13,,,,,,,,2460600.5,60600,0.4518,1.474,0.808,6.58,325.57,109.01,46.26,2.14,2460516.49,654
54115834,22.10,,,,,,,,2460600.5,60600,0.4655,2.192,1.172,7.66,332.27,227.78,26.79,3.21,2460512.30,1.19e+03
54115833,24.29,,,,,,,,2460600.5,60600,0.3826,1.626,1.004,1.80,214.45,342.68,253.89,2.25,2460823.67,757
54115835,25.87,,,,,,,,2460600.5,60600,0.2920,0.8546,0.605,4.79,152.50,208.24,353.27,1.10,2460605.90,289
54115836,25.90,,,,,,,,2460600.5,60600,0.1334,1.161,1.006,16.99,137.47,38.36,313.32,1.32,2460659.72,457
54115837,28.55,,,0.0039766,,,,,2460600.5,60600,0.1644,1.044,0.872,7.21,144.50,80.25,97.82,1.22,2460494.66,390
54115838,23.47,,,,,,,,2460600.5,60600,0.4007,1.791,1.074,7.76,188.16,268.98,212.11,2.51,2460960.26,876
54115839,30.15,,,,,,,,2460600.5,60600,0.4707,1.408,0.746,1.13,140.45,79.58,41.81,2.07,2460529.60,610
54115840,20.33,,,,,,,,2460600.5,60600,0.5575,2.227,0.986,15.87,196.18,202.53,59.56,3.47,2460399.63,1.21e+03
54115841,23.97,,,,,,,,2459253.5,59253,0.7223,1.48,0.411,5.29,146.39,225.58,37.78,2.55,2459184.48,658
54115842,23.79,,,,,,,,2460600.5,60600,0.5273,2.085,0.985,6.90,168.40,7.06,69.58,3.18,2460388.03,1.1e+03
54117561,19.92,,,,,,,,2460600.5,60600,0.7167,2.117,0.600,42.86,304.64,323.16,27.86,3.63,2460513.44,1.13e+03
54117560,25.80,,,,,,,,2459257.5,59257,0.4820,1.969,1.020,2.63,168.85,308.57,8.17,2.92,2459234.60,1.01e+03
54117562,26.09,,,,,,,,2460600.5,60600,0.2612,1.248,0.922,8.17,126.79,312.58,270.40,1.57,2460727.20,509
54117563,24.52,,,,,,,,2460600.5,60600,0.1984,1.351,1.083,16.86,150.64,43.72,87.82,1.62,2460460.64,573
54117566,24.44,,,,,,,,2459258.5,59258,0.5566,1.624,0.720,6.30,307.12,113.07,27.04,2.53,2459201.74,756
