"spkid","full_name","pdes","orbit_id","diameter","e","a","q","i","om","ma","ad","tp","producer","first_obs","last_obs","n_obs_used","w","class","moid"
20426071,"426071 (2012 CD29)",426071,"JPL 68",,0.6486,1.025,0.360,19.29,144.71,357.45,1.69,2460603.19,"Otto Matic",2012-02-13,2024-01-03,294,152.42,APO,0.13
20428209,"428209 (2006 VC)",428209,"JPL 43",,0.4920,1.942,0.986,12.25,87.53,207.28,2.90,2461019.78,"Otto Matic",2006-11-01,2015-04-17,187,19.22,APO,0.0195
20428223,"428223 (2006 WW)",428223,"JPL 91",2.525,0.8679,2.682,0.354,32.72,88.19,47.68,5.01,2460387.97,"Otto Matic",2006-11-17,2024-02-13,363,197.95,APO,0.415
20428694,"428694 Saule (2008 OS9)",428694,"JPL 68",,0.6481,1.601,0.563,19.14,133.38,326.53,2.64,2460669.30,"Otto Matic",2008-07-25,2024-07-13,613,288.35,APO,0.0585
20429094,"429094 (2009 SG2)",429094,"JPL 54",,0.1702,1.121,0.930,25.98,9.07,327.80,1.31,2460639.27,"Otto Matic",2009-09-18,2022-10-28,190,252.98,APO,0.0373
20429389,"429389 (2010 PR10)",429389,"JPL 50",,0.1760,1.198,0.987,9.16,334.45,229.85,1.41,2460773.70,"Otto Matic",2010-08-06,2023-05-02,201,65.29,APO,0.0552
20429584,"429584 (2011 EU29)",429584,"JPL 91",,0.6999,2.503,0.751,2.57,177.14,175.49,4.25,2459895.42,"Otto Matic",2011-03-08,2023-03-26,454,251.23,APO,0.00327
20429736,"429736 (2011 MB2)",429736,"JPL 34",,0.4156,1.044,0.610,12.60,64.73,101.84,1.48,2460490.27,"Otto Matic",2000-04-04,2016-04-03,85,321.17,APO,0.105
20430440,"430440 (2000 OH)",430440,"JPL 99",,0.5931,2.421,0.985,18.75,283.62,156.99,3.86,2460000.60,"Otto Matic",2000-07-21,2023-12-13,383,355.55,APO,0.0293
20430544,"430544 (2002 GM2)",430544,"JPL 39",,0.8068,2.201,0.425,3.35,338.95,355.67,3.98,2460614.85,"Otto Matic",2002-04-04,2024-06-06,146,84.77,APO,0.011
20430804,"430804 (2005 AD13)",430804,"JPL 123",,0.7549,1.949,0.478,12.38,102.74,115.72,3.42,2460280.93,"Otto Matic",2005-01-09,2024-02-24,705,263.66,APO,0.0174
20431698,"431698 (2008 ES)",431698,"JPL 82",,0.7568,2.296,0.558,9.12,134.25,243.01,4.03,2461013.43,"Otto Matic",2001-03-16,2022-12-26,348,164.73,APO,0.152
20431760,"431760 (2008 HE)",431760,"JPL 52",,0.9506,2.262,0.112,9.84,215.32,318.34,4.41,2460744.29,"Otto Matic",2008-04-18,2021-06-11,230,185.38,APO,0.0836
20432509,"432509 (2010 FF7)",432509,"JPL 32",,0.8281,1.405,0.242,16.18,61.03,310.77,2.57,2460683.69,"Otto Matic",2010-02-28,2020-04-19,100,342.53,APO,0.139
20433303,"433303 (2013 NX)",433303,"JPL 53",,0.1697,1.032,0.857,6.32,112.62,147.69,1.21,2460443.33,"Otto Matic",2013-07-02,2015-04-22,162,312.66,APO,0.0549
20433939,"433939 (1995 DW1)",433939,"JPL 29",,0.4369,1.04,0.586,15.06,348.80,219.02,1.49,2460752.23,"Otto Matic",1995-02-25,2015-01-27,69,327.06,APO,0.143
20433953,"433953 (1997 XR2)",433953,"JPL 80",0.259,0.2008,1.076,0.860,7.19,250.66,91.54,1.29,2460496.81,"Otto Matic",1997-12-04,2017-02-16,427,84.65,APO,0.000622
20434096,"434096 (2002 GO5)",434096,"JPL 66",0.528,0.7679,1.896,0.440,13.77,22.60,244.76,3.35,2460905.69,"Otto Matic",2002-04-11,2023-06-14,263,65.35,APO,0.0319
20434188,"434188 (2003 AD23)",434188,"JPL 52",,0.7627,1.645,0.390,23.34,101.48,152.29,2.90,2460274.45,"Otto Matic",2002-12-14,2024-01-22,208,241.67,APO,0.0329
20434196,"434196 (2003 HG2)",434196,"JPL 43",,0.1346,1.062,0.919,19.78,214.24,345.51,1.21,2460616.60,"Otto Matic",2003-04-24,2024-08-14,154,225.40,APO,0.0398
20434344,"434344 (2004 RV10)",434344,"JPL 43",,0.2856,1.377,0.984,36.87,161.52,93.73,1.77,2460446.85,"Otto Matic",2004-09-08,2020-08-22,164,272.43,APO,0.233
20434500,"434500 (2005 SB71)",434500,"JPL 49",,0.2573,1.264,0.938,13.21,200.58,191.04,1.59,2460844.02,"Otto Matic",2005-09-30,2022-11-19,172,100.46,APO,0.0861
20434632,"434632 (2005 WE)",434632,"JPL 60",1.150,0.2513,1.151,0.862,12.37,289.92,185.52,1.44,2460819.13,"Otto Matic",2005-11-20,2022-01-06,234,22.65,APO,0.126
20434633,"434633 (2005 WB1)",434633,"JPL 37",0.310,0.3554,1.264,0.815,22.88,61.41,164.11,1.71,2460363.91,"Otto Matic",2005-11-21,2022-12-24,224,265.73,APO,0.0478
20434677,"434677 (2006 BZ7)",434677,"JPL 50",,0.3665,1.49,0.944,68.42,262.95,101.09,2.04,2460413.94,"Otto Matic",2006-01-23,2023-07-29,201,188.79,APO,0.0369
20434734,"434734 (2006 FX)",434734,"JPL 46",,0.4380,1.495,0.840,24.64,181.15,83.19,2.15,2460446.22,"Otto Matic",2005-09-24,2017-05-26,195,299.49,APO,0.00057
20434740,"434740 (2006 GZ)",434740,"JPL 51",0.997,0.3799,1.528,0.947,12.49,25.58,210.74,2.11,2460886.41,"Otto Matic",2006-04-02,2023-12-17,190,292.49,APO,0.0831
20434786,"434786 (2006 PW)",434786,"JPL 53",,0.6514,1.381,0.481,35.91,132.92,1.27,2.28,2460598.40,"Otto Matic",2002-06-08,2024-08-12,192,325.15,APO,0.321
20435159,"435159 (2007 LQ19)",435159,"JPL 61",,0.6299,2.605,0.964,17.06,110.83,40.28,4.25,2460428.63,"Otto Matic",2007-06-13,2023-03-19,192,207.69,APO,0.00569
20435441,"435441 (2008 DJ5)",435441,"JPL 52",,0.4179,1.254,0.730,8.07,358.87,189.10,1.78,2460843.97,"Otto Matic",2005-01-17,2022-12-14,173,326.77,APO,0.103
20435548,"435548 (2008 QT3)",435548,"JPL 101",,0.5285,2.012,0.949,7.25,271.90,196.12,3.08,2461075.11,"Otto Matic",2008-08-24,2015-05-11,594,160.98,APO,0.011
20436037,"436037 (2009 NJ)",436037,"JPL 60",,0.6581,1.869,0.639,8.24,254.38,319.96,3.10,2460704.27,"Otto Matic",2009-07-11,2024-05-02,327,132.84,APO,0.0805
20436325,"436325 (2010 GR7)",436325,"JPL 54",0.452,0.8456,1.831,0.283,24.13,157.56,276.15,3.38,2460811.35,"Otto Matic",2005-04-02,2023-01-30,221,192.01,APO,0.283
20436329,"436329 (2010 GX62)",436329,"JPL 64",0.622,0.6990,2.971,0.894,21.83,206.93,316.16,5.05,2460828.26,"Otto Matic",2010-01-16,2015-06-22,182,317.00,APO,0.00282
20436568,"436568 (2011 HB53)",436568,"JPL 69",,0.7028,2.364,0.703,30.00,83.72,280.42,4.03,2460894.07,"Otto Matic",2004-03-17,2022-05-24,333,351.09,APO,0.274
20436724,"436724 (2011 UW158)",436724,"JPL 142",,0.3765,1.621,1.010,4.57,285.95,174.09,2.23,2460236.11,"Otto Matic",2011-10-25,2021-02-17,958,8.82,APO,0.00175
20436761,"436761 (2012 DN)",436761,"JPL 48",2.773,0.5932,2.235,0.909,19.95,143.25,338.64,3.56,2460672.93,"Otto Matic",2012-02-16,2024-07-01,145,247.34,APO,0.104
20436763,"436763 (2012 FN52)",436763,"JPL 29",,0.6651,1.979,0.663,22.62,93.09,219.30,3.30,2460997.95,"Otto Matic",2001-06-16,2023-05-08,133,350.36,APO,0.302
20436774,"436774 (2012 KY3)",436774,"JPL 63",,0.4864,1.232,0.633,21.39,21.51,78.98,1.83,2460490.99,"Otto Matic",2012-05-16,2023-05-26,202,87.25,APO,0.0229
20436775,"436775 (2012 LC1)",436775,"JPL 79",,0.7644,2.01,0.474,34.39,53.73,134.82,3.55,2460210.56,"Otto Matic",2012-06-08,2020-10-01,1993,52.44,APO,0.218
20437316,"437316 (2013 OS3)",437316,"JPL 91",,0.4684,1.829,0.972,29.89,297.59,314.18,2.69,2460715.53,"Otto Matic",2013-07-16,2023-08-17,1236,224.67,APO,0.0788
20437846,"437846 (1999 RJ27)",437846,"JPL 33",,0.3527,1.479,0.957,25.78,170.27,60.89,2.00,2460489.40,"Otto Matic",1999-09-06,2024-02-14,102,64.41,APO,0.11
20437905,"437905 (2001 XU30)",437905,"JPL 31",,0.6637,2.198,0.739,8.93,72.00,348.02,3.66,2460640.08,"Otto Matic",2001-12-13,2015-06-13,184,107.12,APO,0.00449
20437965,"437965 (2003 AL73)",437965,"JPL 34",,0.6946,2.541,0.776,9.65,217.33,117.58,4.31,2460117.37,"Otto Matic",2003-01-12,2015-08-13,102,336.40,APO,0.106
20437994,"437994 (2003 UL12)",437994,"JPL 108",1.078,0.7032,3.28,0.974,19.81,192.73,176.86,5.59,2459534.44,"Otto Matic",1998-04-23,2022-06-05,495,275.25,APO,0.256
20438017,"438017 (2003 YO3)",438017,"JPL 51",,0.3663,1.45,0.919,24.61,291.36,317.79,1.98,2460675.28,"Otto Matic",2003-12-18,2024-10-09,157,168.77,APO,0.0585
20438105,"438105 (2005 GO22)",438105,"JPL 74",,0.8234,1.914,0.338,1.56,61.76,153.06,3.49,2460189.22,"Otto Matic",2005-04-05,2023-06-25,312,19.09,APO,0.0186
20438107,"438107 (2005 GY110)",438107,"JPL 38",0.663,0.6864,1.849,0.580,12.65,294.60,291.55,3.12,2460775.09,"Otto Matic",2005-04-10,2019-08-05,109,169.14,APO,0.214
20438116,"438116 (2005 NX44)",438116,"JPL 44",,0.9074,2.216,0.205,36.50,308.83,323.54,4.23,2460722.52,"Otto Matic",2005-07-10,2024-09-11,158,215.18,APO,0.123
20438661,"438661 (2008 EP6)",438661,"JPL 61",,0.2932,1.209,0.855,17.72,303.22,231.82,1.56,2460773.38,"Otto Matic",2008-03-05,2024-04-12,247,130.30,APO,0.0463
20438908,"438908 (2009 XO)",438908,"JPL 100",,0.5434,1.859,0.849,0.35,27.95,287.57,2.87,2460786.76,"Otto Matic",2009-12-09,2020-07-12,840,140.52,APO,0.00184
20438955,"438955 (2010 LN14)",438955,"JPL 66",,0.4746,1.154,0.606,1.47,342.96,138.77,1.70,2460426.01,"Otto Matic",2010-06-06,2022-03-21,276,33.25,APO,0.0181
20438990,"438990 (2010 SG13)",438990,"JPL 40",0.818,0.7485,1.252,0.315,33.80,252.94,314.11,2.19,2460665.76,"Otto Matic",2010-09-27,2024-09-05,114,225.12,APO,0.0655
20439313,"439313 (2012 VE82)",439313,"JPL 63",,0.5437,2.11,0.963,9.92,110.40,12.64,3.26,2460561.17,"Otto Matic",2012-11-12,2024-03-16,212,186.45,APO,0.0481
20439437,"439437 (2013 NK4)",439437,"JPL 87",,0.5499,1.023,0.460,6.55,33.70,233.00,1.58,2460733.75,"Otto Matic",2013-07-01,2024-06-08,518,50.57,APO,0.0154
20439877,"439877 (1999 XM141)",439877,"JPL 50",,0.3691,1.236,0.780,21.62,72.98,337.80,1.69,2460631.46,"Otto Matic",1999-12-13,2022-08-04,208,105.80,APO,0.0326
20440212,"440212 (2004 OB)",440212,"JPL 120",,0.4304,1.681,0.957,3.44,174.52,55.29,2.40,2460478.27,"Otto Matic",2003-03-31,2019-07-04,739,223.35,APO,0.0116
20441058,"441058 (2007 PH25)",441058,"JPL 60",,0.8110,2.545,0.481,53.22,150.26,64.22,4.61,2460335.93,"Otto Matic",2007-08-12,2024-07-29,278,331.82,APO,0.467
20441641,"441641 (2008 WZ13)",441641,"JPL 70",,0.5625,1.995,0.873,8.20,51.73,165.73,3.12,2460126.69,"Otto Matic",2008-11-20,2022-12-24,376,133.93,APO,0.0123
20441987,"441987 (2010 NY65)",441987,"JPL 184",0.228,0.3701,1.003,0.632,11.54,267.92,175.65,1.37,2460421.36,"Otto Matic",2010-07-14,2024-08-03,997,252.07,APO,0.0171
20442037,"442037 (2010 PR66)",442037,"JPL 103",0.695,0.6872,2.927,0.916,17.60,292.75,310.29,4.94,2460853.09,"Otto Matic",2010-04-18,2020-08-29,616,319.52,APO,0.000703
20442523,"442523 (2011 WU95)",442523,"JPL 83",,0.4245,1.667,0.959,6.72,67.67,75.48,2.37,2460435.68,"Otto Matic",2011-11-30,2021-02-07,359,242.41,APO,0.0482
20442605,"442605 (2012 HY33)",442605,"JPL 40",0.440,0.5435,1.998,0.912,14.70,63.58,98.83,3.08,2460317.39,"Otto Matic",2001-12-15,2015-12-14,136,270.82,APO,0.165
20443103,"443103 (2013 WT67)",443103,"JPL 137",,0.1922,1.035,0.836,21.47,322.75,159.08,1.23,2460430.58,"Otto Matic",2013-11-29,2021-05-13,628,99.03,APO,0.0137
20443104,"443104 (2013 XK22)",443104,"JPL 33",,0.2032,1.046,0.833,6.99,268.33,343.27,1.26,2460618.65,"Otto Matic",2013-12-14,2016-07-30,99,265.78,APO,0.00153
20443806,"443806 (1998 FL3)",443806,"JPL 25",0.288,0.2478,1.26,0.948,26.39,180.10,192.54,1.57,2460840.80,"Otto Matic",1998-03-22,2022-03-25,59,121.34,APO,0.0402
20443880,"443880 (2001 UZ16)",443880,"JPL 91",0.228,0.4263,1.76,1.010,12.67,323.10,320.12,2.51,2460695.00,"Otto Matic",2001-10-25,2022-11-14,448,28.63,APO,0.0308
20444004,"444004 (2004 AS1)",444004,"JPL 54",,0.1744,1.07,0.884,17.21,322.53,174.80,1.26,2460404.07,"Otto Matic",2004-01-13,2015-09-17,205,262.12,APO,0.024
20444193,"444193 (2005 SE71)",444193,"JPL 99",0.437,0.1944,1.069,0.862,24.83,39.10,22.73,1.28,2460574.99,"Otto Matic",2005-09-30,2020-06-22,485,78.29,APO,0.00214
20444584,"444584 (2006 UK)",444584,"JPL 83",,0.5389,1.494,0.689,4.75,243.92,255.97,2.30,2460793.22,"Otto Matic",2006-10-17,2017-11-18,383,252.35,APO,0.014
20445025,"445025 (2008 NS1)",445025,"JPL 31",2.098,0.8090,2.409,0.460,13.47,305.78,125.46,4.36,2460124.66,"Otto Matic",2008-07-05,2022-08-24,88,211.12,APO,0.17
20445305,"445305 (2010 DM56)",445305,"JPL 53",0.762,0.2927,1.306,0.924,25.60,349.61,350.69,1.69,2460614.61,"Otto Matic",2010-02-18,2024-10-12,285,48.17,APO,0.00644
20445775,"445775 (2011 YA)",445775,"JPL 102",,0.7592,2.113,0.509,5.19,340.00,35.99,3.72,2460488.39,"Otto Matic",2011-12-16,2024-10-04,689,227.67,APO,0.0505
20445830,"445830 (2012 CL19)",445830,"JPL 34",,0.4412,1.562,0.873,2.87,128.51,206.32,2.25,2460904.81,"Otto Matic",2012-02-11,2015-10-03,111,295.33,APO,0.0117
20445974,"445974 (2013 BJ18)",445974,"JPL 42",,0.3640,1.478,0.940,3.71,90.82,98.51,2.02,2460420.94,"Otto Matic",2013-01-16,2024-10-09,111,159.61,APO,0.025
20446791,"446791 (1998 SJ70)",446791,"JPL 61",,0.7056,2.237,0.659,7.30,21.43,304.35,3.82,2460789.45,"Otto Matic",1998-09-26,2018-11-13,233,246.99,APO,0.0271
20446833,"446833 (2001 RB12)",446833,"JPL 49",,0.3813,1.052,0.651,6.61,333.19,68.99,1.45,2460524.96,"Otto Matic",2001-09-10,2017-05-31,270,141.71,APO,0.0668
20446862,"446862 (2001 VB76)",446862,"JPL 28",,0.3483,1.459,0.951,4.24,259.39,307.50,1.97,2460694.35,"Otto Matic",2001-11-11,2022-10-28,160,248.50,APO,0.0429
20447221,"447221 (2005 UO5)",447221,"JPL 45",,0.1503,1.161,0.987,19.68,50.74,339.83,1.34,2460626.10,"Otto Matic",2005-10-27,2021-05-03,142,76.36,APO,0.0991
20447755,"447755 (2007 JX2)",447755,"JPL 59",,0.5261,1.708,0.810,4.22,44.31,320.24,2.61,2460690.58,"Otto Matic",2007-05-09,2024-10-04,221,87.95,APO,0.0324
20447903,"447903 (2007 XJ20)",447903,"JPL 54",,0.6001,1.693,0.677,10.65,56.54,168.87,2.71,2460223.13,"Otto Matic",2005-10-28,2022-10-31,177,152.03,APO,0.15
20448003,"448003 (2008 DE)",448003,"JPL 76",,0.4140,1.714,1.005,14.77,55.91,114.00,2.42,2460340.92,"Otto Matic",2008-02-12,2024-10-07,382,179.20,APO,0.00495
20448628,"448628 (2010 VF1)",448628,"JPL 43",,0.6531,1.244,0.432,22.15,216.34,294.48,2.06,2460692.76,"Otto Matic",2010-11-02,2022-09-18,126,334.34,APO,0.23
20448721,"448721 (2011 BN24)",448721,"JPL 33",,0.4125,1.544,0.907,3.94,195.74,328.23,2.18,2460662.35,"Otto Matic",2011-01-28,2015-10-19,78,61.85,APO,0.0163
20449089,"449089 (2012 SC22)",449089,"JPL 20",,0.6318,1.319,0.485,12.61,344.34,250.84,2.15,2460768.19,"Otto Matic",2012-09-19,2024-09-11,63,167.50,APO,0.186
20449107,"449107 (2012 VJ82)",449107,"JPL 60",,0.3899,1.359,0.829,15.72,257.40,115.36,1.89,2460415.08,"Otto Matic",2002-07-08,2023-12-08,266,271.88,APO,0.072
20450142,"450142 (1998 XN2)",450142,"JPL 70",,0.5420,1.998,0.915,1.79,255.19,66.15,3.08,2460410.93,"Otto Matic",1998-12-09,2019-01-16,398,127.00,APO,0.00817
20450143,"450143 (1999 ED5)",450143,"JPL 47",,0.4663,1.746,0.932,18.18,5.51,352.37,2.56,2460618.37,"Otto Matic",1999-03-13,2022-11-17,243,274.02,APO,0.176
20450159,"450159 (2000 JJ5)",450159,"JPL 37",0.735,0.7024,1.91,0.569,9.45,59.83,119.20,3.25,2460281.15,"Otto Matic",2000-05-01,2023-10-10,185,50.90,APO,0.0967
20450160,"450160 (2000 RM12)",450160,"JPL 104",,0.6674,2.433,0.809,57.25,354.42,106.38,4.06,2460190.87,"Otto Matic",2000-09-01,2023-06-26,739,101.94,APO,0.157
20450259,"450259 (2003 WQ7)",450259,"JPL 78",,0.4531,1.8,0.984,17.80,38.56,199.03,2.62,2460994.96,"Otto Matic",2003-10-23,2020-12-09,146,100.19,APO,0.193
20450263,"450263 (2003 WD158)",450263,"JPL 119",,0.4091,1.426,0.843,16.73,92.20,17.09,2.01,2460570.96,"Otto Matic",2003-11-30,2023-10-18,5297,102.39,APO,0.0476
20450270,"450270 (2004 AE)",450270,"JPL 33",,0.3326,1.432,0.955,18.72,307.56,30.60,1.91,2460547.32,"Otto Matic",2004-01-04,2020-11-13,87,193.19,APO,0.0213
20450293,"450293 (2004 LV3)",450293,"JPL 107",,0.2757,1.231,0.892,35.34,273.47,237.45,1.57,2460770.40,"Otto Matic",2004-06-12,2024-01-15,481,121.35,APO,0.0115
20450894,"450894 (2008 BT18)",450894,"JPL 108",,0.5946,2.22,0.900,8.15,107.53,338.58,3.54,2460672.38,"Otto Matic",1955-03-14,2021-01-15,435,139.40,APO,0.0124
20451003,"451003 (2008 UD1)",451003,"JPL 47",,0.4637,1.716,0.920,6.48,154.19,308.36,2.51,2460718.23,"Otto Matic",2008-10-03,2023-07-15,133,6.69,APO,0.049
20451124,"451124 (2009 KC3)",451124,"JPL 99",2.188,0.6984,3.209,0.968,10.01,340.11,231.75,5.45,2461348.39,"Otto Matic",2009-05-04,2015-11-23,456,337.28,APO,0.00631
20451157,"451157 (2009 SQ104)",451157,"JPL 62",,0.2795,1.285,0.926,4.02,56.52,352.48,1.64,2460611.60,"Otto Matic",2009-09-26,2022-09-21,364,95.68,APO,0.0387
20451297,"451297 (2010 TK54)",451297,"JPL 26",,0.4960,1.84,0.927,30.79,28.14,316.01,2.75,2460711.90,"Otto Matic",2010-10-08,2022-10-16,71,223.01,APO,0.014
20451370,"451370 (2011 AK5)",451370,"JPL 50",,0.2308,1.188,0.914,5.52,316.78,57.90,1.46,2460524.44,"Otto Matic",2011-01-08,2024-02-11,128,325.69,APO,0.0376
20452302,"452302 (1995 YR1)",452302,"JPL 49",,0.8268,1.698,0.294,3.58,106.52,335.76,3.10,2460654.93,"Otto Matic",1995-12-20,2020-10-11,224,110.04,APO,0.0139
20452313,"452313 (1998 XR16)",452313,"JPL 63",1.514,0.5814,2.273,0.951,20.50,91.48,171.98,3.59,2460002.70,"Otto Matic",1998-12-15,2023-06-13,352,68.57,APO,0.162
20452334,"452334 (2001 LB)",452334,"JPL 47",,0.1891,1.236,1.002,20.80,80.87,37.96,1.47,2460547.58,"Otto Matic",2001-06-01,2023-06-05,174,118.25,APO,0.0737
20452376,"452376 (2002 AC5)",452376,"JPL 47",,0.4937,1.76,0.891,16.55,82.37,290.44,2.63,2460765.30,"Otto Matic",2002-01-08,2023-03-09,135,331.72,APO,0.0475
20452474,"452474 (2004 BG11)",452474,"JPL 77",,0.4875,1.776,0.910,34.11,108.15,235.93,2.64,2460898.41,"Otto Matic",2004-01-18,2023-07-21,315,83.86,APO,0.228
20452639,"452639 (2005 UY6)",452639,"JPL 56",2.249,0.8726,2.249,0.286,12.21,343.54,187.59,4.21,2461190.45,"Otto Matic",2005-10-29,2023-08-19,190,180.92,APO,0.18
20452807,"452807 (2006 KV89)",452807,"JPL 50",,0.2726,1.15,0.836,3.55,71.69,19.64,1.46,2460575.92,"Otto Matic",2006-05-28,2021-10-03,143,87.81,APO,0.0142
20453707,"453707 (2010 XY72)",453707,"JPL 85",0.495,0.2287,1.133,0.874,31.48,34.42,210.45,1.39,2460783.52,"Otto Matic",2010-12-15,2022-04-19,450,307.01,APO,0.0473
20453729,"453729 (2011 BO24)",453729,"JPL 113",,0.2780,1.381,0.997,20.37,91.47,40.06,1.76,2460534.57,"Otto Matic",2008-04-25,2024-04-19,430,178.61,APO,0.0183
20454094,"454094 (2013 BZ45)",454094,"JPL 49",0.167,0.1448,1.015,0.868,11.85,131.05,96.20,1.16,2460500.69,"Otto Matic",2013-01-19,2019-08-27,190,98.76,APO,0.0257
20454100,"454100 (2013 BO73)",454100,"JPL 72",0.548,0.4182,1.331,0.775,4.54,24.78,356.14,1.89,2460606.52,"Otto Matic",2013-01-22,2024-03-16,282,298.15,APO,0.0178
20454101,"454101 (2013 BP73)",454101,"JPL 33",,0.6287,1.328,0.493,6.85,80.03,323.38,2.16,2460657.40,"Otto Matic",2003-04-01,2019-01-07,127,251.89,APO,0.00217
20455148,"455148 (1994 UG)",455148,"JPL 78",,0.2929,1.239,0.876,5.21,13.60,42.93,1.60,2460540.41,"Otto Matic",1994-10-28,2023-12-04,328,225.47,APO,0.0232
20455176,"455176 (1999 VF22)",455176,"JPL 71",,0.7388,1.313,0.343,3.92,3.22,243.48,2.28,2460778.29,"Otto Matic",1999-11-10,2022-02-22,393,271.98,APO,0.0342
20455299,"455299 (2002 EL6)",455299,"JPL 119",0.537,0.5779,2.304,0.972,9.53,84.87,145.71,3.64,2460083.50,"Otto Matic",2002-03-10,2023-12-30,600,186.71,APO,0.0368
20455426,"455426 (2003 MT9)",455426,"JPL 41",0.685,0.9224,2.533,0.197,6.84,233.38,86.80,4.87,2460245.44,"Otto Matic",2003-06-30,2019-08-24,260,200.70,APO,0.0539
20455550,"455550 (2004 JO2)",455550,"JPL 225",,0.5684,2.293,0.990,18.76,222.40,273.13,3.60,2460906.47,"Otto Matic",2004-05-12,2022-12-21,2013,127.65,APO,0.112
20455554,"455554 (2004 MQ1)",455554,"JPL 66",,0.7052,2.407,0.710,11.13,56.96,135.83,4.10,2460085.89,"Otto Matic",2004-06-17,2020-03-05,272,332.11,APO,0.122
20455588,"455588 (2004 RU331)",455588,"JPL 87",,0.2440,1.241,0.938,17.46,201.56,109.33,1.54,2460447.10,"Otto Matic",2004-09-15,2023-06-15,440,261.84,APO,0.105
20455594,"455594 (2004 SV55)",455594,"JPL 66",1.625,0.6582,1.759,0.601,41.17,344.50,235.45,2.92,2460895.32,"Otto Matic",2004-09-24,2023-02-12,349,280.87,APO,0.0912
20455795,"455795 (2005 SF)",455795,"JPL 35",1.242,0.6545,1.951,0.674,10.11,110.42,18.31,3.23,2460549.87,"Otto Matic",2005-09-21,2016-11-03,106,148.91,APO,0.131
20455956,"455956 (2005 VE)",455956,"JPL 34",,0.2754,1.064,0.771,22.42,223.37,233.93,1.36,2460740.84,"Otto Matic",2005-11-01,2017-11-25,112,31.75,APO,0.197
20456051,"456051 (2006 AW)",456051,"JPL 97",,0.5981,2.215,0.890,10.45,281.41,264.02,3.54,2460921.51,"Otto Matic",2006-01-05,2016-03-30,548,113.25,APO,0.0667
20456301,"456301 (2006 SV134)",456301,"JPL 59",,0.4807,1.868,0.970,21.54,217.17,71.89,2.77,2460414.28,"Otto Matic",2006-09-28,2024-10-03,213,64.40,APO,0.13
20456898,"456898 (2007 VG184)",456898,"JPL 62",,0.6710,2.384,0.784,16.11,146.91,228.84,3.98,2461090.20,"Otto Matic",2007-11-11,2023-01-23,212,155.86,APO,0.147
20456938,"456938 (2007 YV56)",456938,"JPL 39",,0.6221,1.576,0.596,6.24,102.36,203.84,2.56,2460914.09,"Otto Matic",2007-12-31,2023-06-20,168,265.75,APO,0.00492
20456973,"456973 (2008 BS2)",456973,"JPL 50",,0.4712,1.587,0.839,14.14,311.08,301.51,2.33,2460719.12,"Otto Matic",2002-01-14,2024-02-13,148,351.10,APO,0.157
20457647,"457647 (2009 CZ)",457647,"JPL 32",1.958,0.7150,2.285,0.651,21.88,46.59,177.47,3.92,2459978.45,"Otto Matic",2009-02-03,2023-10-18,104,189.18,APO,0.314
20457662,"457662 (2009 DZ)",457662,"JPL 52",,0.3021,1.453,1.014,14.11,151.44,349.33,1.89,2460619.47,"Otto Matic",2009-02-18,2023-03-29,191,335.89,APO,0.0456
20457768,"457768 (2009 KN4)",457768,"JPL 67",,0.5247,1.941,0.923,9.14,308.21,219.58,2.96,2460985.73,"Otto Matic",2001-12-18,2021-01-18,253,38.35,APO,0.0102
20457912,"457912 (2009 UW18)",457912,"JPL 60",,0.4391,1.279,0.717,16.99,227.20,192.32,1.84,2460846.62,"Otto Matic",2006-11-19,2022-12-01,274,59.85,APO,0.105
20458062,"458062 (2009 YO)",458062,"JPL 36",,0.5630,1.253,0.547,32.01,266.33,2.41,1.96,2460597.07,"Otto Matic",2009-12-18,2024-01-05,105,1.83,APO,0.467
20458116,"458116 (2010 DA)",458116,"JPL 34",,0.5657,1.03,0.447,20.54,162.31,285.48,1.61,2460679.57,"Otto Matic",2010-02-16,2017-12-08,119,122.24,APO,0.00623
20458122,"458122 (2010 EW45)",458122,"JPL 98",,0.6690,2.067,0.684,2.12,232.92,353.60,3.45,2460619.80,"Otto Matic",1999-03-21,2024-06-08,497,135.58,APO,0.019
20458418,"458418 (2011 AM12)",458418,"JPL 27",,0.5377,1.854,0.857,38.50,124.76,199.81,2.85,2461010.90,"Otto Matic",2011-01-08,2016-02-01,83,237.74,APO,0.00832
20458723,"458723 (2011 KQ12)",458723,"JPL 30",,0.5030,1.811,0.900,19.29,83.61,174.35,2.72,2460169.56,"Otto Matic",2011-05-22,2021-10-02,89,142.91,APO,0.0411
20458732,"458732 (2011 MD5)",458732,"JPL 190",,0.6028,2.485,0.987,10.55,170.33,91.33,3.98,2460237.56,"Otto Matic",2011-06-30,2024-04-10,1440,224.89,APO,0.0606
20459046,"459046 (2012 AS10)",459046,"JPL 46",,0.4873,1.597,0.819,12.50,50.93,347.25,2.37,2460626.61,"Otto Matic",1980-10-05,2024-04-08,181,194.94,APO,0.139
20459119,"459119 (2012 BJ134)",459119,"JPL 70",,0.8330,2.256,0.377,21.28,144.49,242.03,4.13,2461005.97,"Otto Matic",2012-01-19,2022-11-06,461,138.28,APO,0.16
20459386,"459386 (2012 KJ11)",459386,"JPL 140",,0.5715,1.569,0.672,35.83,339.62,33.46,2.46,2460533.80,"Otto Matic",2012-05-17,2024-10-12,632,305.31,APO,0.184
