"spkid","full_name","pdes","orbit_id","diameter","e","a","q","i","om","ma","ad","tp","producer","first_obs","last_obs","n_obs_used","w","class","moid"
20451124,"451124 (2009 KC3)",451124,"JPL 99",2.188,0.6984,3.209,0.968,10.01,340.11,231.75,5.45,2461348.39,"Otto Matic",2009-05-04,2015-11-23,456,337.28,APO,0.00631
20451157,"451157 (2009 SQ104)",451157,"JPL 62",,0.2795,1.285,0.926,4.02,56.52,352.48,1.64,2460611.60,"Otto Matic",2009-09-26,2022-09-21,364,95.68,APO,0.0387
20451297,"451297 (2010 TK54)",451297,"JPL 26",,0.4960,1.84,0.927,30.79,28.14,316.01,2.75,2460711.90,"Otto Matic",2010-10-08,2022-10-16,71,223.01,APO,0.014
20451370,"451370 (2011 AK5)",451370,"JPL 50",,0.2308,1.188,0.914,5.52,316.78,57.90,1.46,2460524.44,"Otto Matic",2011-01-08,2024-02-11,128,325.69,APO,0.0376
20452302,"452302 (1995 YR1)",452302,"JPL 49",,0.8268,1.698,0.294,3.58,106.52,335.76,3.10,2460654.93,"Otto Matic",1995-12-20,2020-10-11,224,110.04,APO,0.0139
20452376,"452376 (2002 AC5)",452376,"JPL 47",,0.4937,1.76,0.891,16.55,82.37,290.44,2.63,2460765.30,"Otto Matic",2002-01-08,2023-03-09,135,331.72,APO,0.0475
20452807,"452807 (2006 KV89)",452807,"JPL 50",,0.2726,1.15,0.836,3.55,71.69,19.64,1.46,2460575.92,"Otto Matic",2006-05-28,2021-10-03,143,87.81,APO,0.0142
20453563,"453563 (2010 BB)",453563,"JPL 66",,0.2775,0.8201,0.592,10.02,279.70,82.29,1.05,2460538.49,"Otto Matic",2010-01-16,2022-01-10,293,29.00,ATE,0.0116
20453707,"453707 (2010 XY72)",453707,"JPL 85",0.495,0.2287,1.133,0.874,31.48,34.42,210.45,1.39,2460783.52,"Otto Matic",2010-12-15,2022-04-19,450,307.01,APO,0.0473
20453729,"453729 (2011 BO24)",453729,"JPL 113",,0.2780,1.381,0.997,20.37,91.47,40.06,1.76,2460534.57,"Otto Matic",2008-04-25,2024-04-19,430,178.61,APO,0.0183
20453778,"453778 (2011 JK)",453778,"JPL 122",,0.4646,1.911,1.023,6.70,203.31,22.86,2.80,2460539.24,"Otto Matic",2011-05-01,2024-02-03,929,11.10,AMO,0.0249
20454094,"454094 (2013 BZ45)",454094,"JPL 49",0.167,0.1448,1.015,0.868,11.85,131.05,96.20,1.16,2460500.69,"Otto Matic",2013-01-19,2019-08-27,190,98.76,APO,0.0257
20454100,"454100 (2013 BO73)",454100,"JPL 72",0.548,0.4182,1.331,0.775,4.54,24.78,356.14,1.89,2460606.52,"Otto Matic",2013-01-22,2024-03-16,282,298.15,APO,0.0178
20454101,"454101 (2013 BP73)",454101,"JPL 33",,0.6287,1.328,0.493,6.85,80.03,323.38,2.16,2460657.40,"Otto Matic",2003-04-01,2019-01-07,127,251.89,APO,0.00217
20455148,"455148 (1994 UG)",455148,"JPL 78",,0.2929,1.239,0.876,5.21,13.60,42.93,1.60,2460540.41,"Otto Matic",1994-10-28,2023-12-04,328,225.47,APO,0.0232
20455176,"455176 (1999 VF22)",455176,"JPL 71",,0.7388,1.313,0.343,3.92,3.22,243.48,2.28,2460778.29,"Otto Matic",1999-11-10,2022-02-22,393,271.98,APO,0.0342
20455184,"455184 (2000 ED14)",455184,"JPL 52",,0.5666,0.835,0.362,13.78,3.87,2.21,1.31,2460598.79,"Otto Matic",2000-03-04,2022-02-05,164,310.12,ATE,0.035
20455299,"455299 (2002 EL6)",455299,"JPL 119",0.537,0.5779,2.304,0.972,9.53,84.87,145.71,3.64,2460083.50,"Otto Matic",2002-03-10,2023-12-30,600,186.71,APO,0.0368
20455687,"455687 (2005 EK94)",455687,"JPL 39",,0.4805,1.978,1.027,14.19,103.00,345.29,2.93,2460642.00,"Otto Matic",2005-03-09,2019-10-24,146,154.96,AMO,0.0388
20456938,"456938 (2007 YV56)",456938,"JPL 39",,0.6221,1.576,0.596,6.24,102.36,203.84,2.56,2460914.09,"Otto Matic",2007-12-31,2023-06-20,168,265.75,APO,0.00492
20457662,"457662 (2009 DZ)",457662,"JPL 52",,0.3021,1.453,1.014,14.11,151.44,349.33,1.89,2460619.47,"Otto Matic",2009-02-18,2023-03-29,191,335.89,APO,0.0456
20457768,"457768 (2009 KN4)",457768,"JPL 67",,0.5247,1.941,0.923,9.14,308.21,219.58,2.96,2460985.73,"Otto Matic",2001-12-18,2021-01-18,253,38.35,APO,0.0102
20458116,"458116 (2010 DA)",458116,"JPL 34",,0.5657,1.03,0.447,20.54,162.31,285.48,1.61,2460679.57,"Otto Matic",2010-02-16,2017-12-08,119,122.24,APO,0.00623
20458122,"458122 (2010 EW45)",458122,"JPL 98",,0.6690,2.067,0.684,2.12,232.92,353.60,3.45,2460619.80,"Otto Matic",1999-03-21,2024-06-08,497,135.58,APO,0.019
20458418,"458418 (2011 AM12)",458418,"JPL 27",,0.5377,1.854,0.857,38.50,124.76,199.81,2.85,2461010.90,"Otto Matic",2011-01-08,2016-02-01,83,237.74,APO,0.00832
20458436,"458436 (2011 AL52)",458436,"JPL 46",1.102,0.6363,2.802,1.019,13.44,272.70,325.38,4.59,2460765.29,"Otto Matic",2011-01-14,2024-09-03,164,171.76,AMO,0.0395
20458723,"458723 (2011 KQ12)",458723,"JPL 30",,0.5030,1.811,0.900,19.29,83.61,174.35,2.72,2460169.56,"Otto Matic",2011-05-22,2021-10-02,89,142.91,APO,0.0411
20459683,"459683 (2013 MY5)",459683,"JPL 58",0.269,0.4532,1.662,0.909,3.00,102.88,61.87,2.41,2460466.01,"Otto Matic",2013-06-18,2016-01-29,180,279.04,APO,0.0322
20461852,"461852 (2006 GY2)",461852,"JPL 65",,0.4959,1.858,0.937,30.56,54.29,87.41,2.78,2460375.83,"Otto Matic",2006-04-09,2016-06-16,308,216.73,APO,0.00575
20462238,"462238 (2008 CN1)",462238,"JPL 62",0.227,0.3477,0.7707,0.503,7.22,331.46,26.27,1.04,2460582.47,"Otto Matic",2008-02-02,2016-02-25,568,7.26,ATE,0.0349
20462550,"462550 (2009 CB3)",462550,"JPL 66",,0.7237,1.065,0.294,21.50,158.73,148.11,1.84,2460435.36,"Otto Matic",2009-02-04,2021-04-17,249,229.52,APO,0.011
20462959,"462959 (2011 DU)",462959,"JPL 87",,0.3178,1.172,0.799,2.95,176.87,164.01,1.54,2460389.49,"Otto Matic",2011-02-22,2021-01-18,299,120.20,APO,0.0175
20463387,"463387 (2013 CT82)",463387,"JPL 41",,0.6248,2.085,0.782,1.80,271.38,30.03,3.39,2460508.80,"Otto Matic",2013-02-08,2022-03-06,125,90.54,APO,0.013
20465617,"465617 (2009 EK1)",465617,"JPL 31",,0.2290,1.241,0.957,9.12,358.38,230.00,1.53,2460782.83,"Otto Matic",2001-12-18,2023-05-10,86,21.87,APO,0.032
20465633,"465633 (2009 JR5)",465633,"JPL 44",,0.3514,1.252,0.812,3.95,128.18,139.11,1.69,2460402.68,"Otto Matic",2005-08-03,2023-06-18,156,309.95,APO,0.0241
20465824,"465824 (2010 FR)",465824,"JPL 60",,0.3654,1.131,0.718,14.24,167.27,98.40,1.54,2460480.36,"Otto Matic",2010-03-18,2020-09-05,252,272.73,APO,0.00518
20465826,"465826 (2010 GA24)",465826,"JPL 43",0.150,0.5468,2.097,0.950,7.68,30.66,261.43,3.24,2460904.10,"Otto Matic",2010-04-04,2016-09-07,241,237.57,APO,0.0494
20465892,"465892 (2010 UT7)",465892,"JPL 38",,0.6605,1.584,0.538,25.43,65.75,28.06,2.63,2460543.77,"Otto Matic",2010-10-29,2024-05-01,111,277.34,APO,0.0186
20466130,"466130 (2012 FZ23)",466130,"JPL 40",,0.6104,2.483,0.967,75.62,179.33,71.08,4.00,2460318.41,"Otto Matic",2012-03-23,2020-08-18,253,358.13,APO,0.0266
20466508,"466508 (2014 GY48)",466508,"JPL 59",,0.4187,1.61,0.936,39.63,37.62,29.81,2.28,2460538.72,"Otto Matic",2002-11-01,2020-05-03,549,212.80,APO,0.022
20467309,"467309 (1996 AW1)",467309,"JPL 78",,0.5181,1.534,0.739,4.77,117.51,90.28,2.33,2460426.44,"Otto Matic",1996-01-14,2021-02-12,355,229.45,APO,0.0399
20467317,"467317 (2000 QW7)",467317,"JPL 114",,0.4687,1.949,1.035,4.15,158.55,314.00,2.86,2460727.46,"Otto Matic",2000-08-03,2020-01-21,1294,190.99,AMO,0.03
20467336,"467336 (2002 LT38)",467336,"JPL 108",,0.3137,0.8452,0.580,6.18,259.27,120.77,1.11,2460505.28,"Otto Matic",2002-06-10,2023-07-08,833,162.78,ATE,0.0348
20467351,"467351 (2003 KO2)",467351,"JPL 85",,0.5108,0.7277,0.356,23.49,215.47,351.18,1.10,2460606.06,"Otto Matic",2003-05-22,2024-05-27,469,204.04,ATE,0.0028
20467460,"467460 (2006 JF42)",467460,"JPL 74",,0.5819,0.6715,0.281,5.94,40.83,307.85,1.06,2460629.62,Giorgini,2006-05-11,2023-06-07,365,17.80,ATE,0.0027
20468005,"468005 (2012 XD112)",468005,"JPL 75",,0.3658,1.323,0.839,3.72,97.77,234.88,1.81,2460793.70,"Otto Matic",2012-12-10,2022-06-16,323,76.79,APO,0.015
20468468,"468468 (2004 KH17)",468468,"JPL 58",0.197,0.4982,0.7121,0.357,22.13,79.12,176.08,1.07,2460493.14,"Otto Matic",2004-05-29,2022-06-04,229,340.72,ATE,0.00231
20468727,"468727 (2010 JE87)",468727,"JPL 52",0.308,0.4370,0.9042,0.509,16.91,120.47,194.33,1.30,2460745.02,"Otto Matic",2010-05-10,2022-05-19,190,242.31,ATE,0.0347
20468910,"468910 (2014 KQ76)",468910,"JPL 79",,0.4233,1.007,0.581,4.77,127.63,232.41,1.43,2460731.40,"Otto Matic",2002-07-18,2024-05-14,283,325.15,APO,0.0415
20469896,"469896 (2005 WC1)",469896,"JPL 45",,0.4865,1.401,0.719,19.98,264.94,102.44,2.08,2460428.23,"Otto Matic",2005-11-21,2024-07-06,226,256.82,APO,0.0134
20470310,"470310 (2007 LB15)",470310,"JPL 56",,0.3952,0.9383,0.568,25.19,262.77,128.01,1.31,2460482.44,"Otto Matic",2007-06-13,2018-10-29,186,237.36,ATE,0.00564
20471240,"471240 (2011 BT15)",471240,"JPL 78",,0.3024,1.293,0.902,1.66,105.35,147.30,1.68,2460380.81,"Otto Matic",2007-07-30,2023-04-25,236,308.81,APO,0.000634
20471241,"471241 (2011 BX18)",471241,"JPL 111",1.451,0.7312,2.872,0.772,14.62,310.56,253.95,4.97,2461124.06,"Otto Matic",2011-01-26,2021-11-01,2099,304.22,APO,0.0329
20471323,"471323 (2011 KW15)",471323,"JPL 27",,0.4938,1.17,0.592,23.66,283.35,143.20,1.75,2460416.69,"Otto Matic",2011-05-26,2022-01-12,103,97.52,APO,0.0431
20471926,"471926 Jormungandr (2013 KN6)",471926,"JPL 48",,0.8508,1.466,0.219,23.54,229.42,183.06,2.71,2460919.08,"Otto Matic",2013-05-28,2023-09-18,378,232.53,APO,0.049
20474158,"474158 (1999 FA)",474158,"JPL 59",,0.1327,1.078,0.935,12.03,166.08,5.21,1.22,2460594.58,"Otto Matic",1978-10-10,2016-11-12,224,296.99,APO,0.00772
20474163,"474163 (1999 SO5)",474163,"JPL 79",,0.0653,1.086,1.015,13.37,196.06,214.77,1.16,2460767.25,"Otto Matic",1999-09-29,2024-09-04,268,359.70,APO,0.0163
20474231,"474231 (2001 HZ7)",474231,"JPL 70",,0.4983,1.47,0.737,5.43,156.28,112.39,2.20,2460397.34,"Otto Matic",2001-04-21,2017-05-19,263,312.87,APO,0.0463
20475534,"475534 (2006 TS7)",475534,"JPL 53",,0.5803,0.9467,0.397,5.50,225.14,111.86,1.50,2460495.96,"Otto Matic",2006-10-11,2018-10-29,278,300.05,ATE,0.0153
20476601,"476601 (2008 SE85)",476601,"JPL 42",,0.5251,1.626,0.772,29.61,177.42,228.98,2.48,2460876.02,"Otto Matic",2008-09-28,2016-08-30,128,294.90,APO,0.0233
20477162,"477162 (2009 ES)",477162,"JPL 45",,0.3293,1.436,0.963,30.33,343.71,280.63,1.91,2460739.08,"Otto Matic",2009-03-02,2021-02-15,175,311.18,APO,0.0409
20477465,"477465 (2009 XZ1)",477465,"JPL 39",,0.5339,0.8557,0.399,8.16,81.97,149.53,1.31,2460480.41,"Otto Matic",2001-12-10,2020-12-06,177,153.01,ATE,0.0424
20477519,"477519 (2010 DJ56)",477519,"JPL 77",0.321,0.2453,1.25,0.943,34.84,149.91,231.65,1.56,2460782.48,"Otto Matic",2003-03-07,2024-08-01,224,309.28,APO,0.0288
20478574,"478574 (2012 TS78)",478574,"JPL 52",,0.3818,1.608,0.994,32.67,8.27,123.69,2.22,2460344.58,"Otto Matic",2012-10-08,2024-10-07,206,196.78,APO,0.00937
20480808,"480808 (1994 XL1)",480808,"JPL 49",,0.5262,0.6709,0.318,28.17,252.65,319.43,1.02,2460623.12,"Otto Matic",1994-12-09,2023-12-11,298,356.58,ATE,0.0364
20480820,"480820 (1998 VF32)",480820,"JPL 42",,0.4438,0.8508,0.473,23.75,236.25,264.19,1.23,2460676.79,"Otto Matic",1998-11-14,2023-09-18,160,320.96,ATE,0.0367
20480822,"480822 (1998 YM4)",480822,"JPL 33",,0.7196,1.477,0.414,3.43,341.75,176.01,2.54,2460280.05,"Otto Matic",1998-12-19,2018-04-21,226,344.56,APO,0.0466
20480858,"480858 (2001 PT9)",480858,"JPL 49",,0.4552,1.468,0.800,7.18,329.97,51.99,2.14,2460506.69,"Otto Matic",2001-08-11,2017-09-13,315,261.65,APO,0.0292
20480883,"480883 (2001 YE4)",480883,"JPL 71",,0.5404,0.6769,0.311,4.85,305.32,205.22,1.04,2460687.95,"Otto Matic",2001-12-21,2022-01-21,439,318.98,ATE,0.031
20480936,"480936 (2003 QH5)",480936,"JPL 71",0.537,0.2202,1.26,0.982,17.62,299.21,27.81,1.54,2460560.62,"Otto Matic",2003-08-21,2023-12-31,265,321.16,APO,0.00732
20481394,"481394 (2006 SF6)",481394,"JPL 139",,0.2805,0.9501,0.684,5.84,227.96,21.90,1.22,2460579.92,"Otto Matic",2006-09-17,2020-10-19,1103,305.58,ATE,0.0192
20481457,"481457 (2006 XD2)",481457,"JPL 58",,0.4251,1.267,0.728,3.56,65.59,136.97,1.81,2460402.40,"Otto Matic",2006-11-17,2024-08-03,435,109.53,APO,0.0177
20481482,"481482 (2007 CA19)",481482,"JPL 103",,0.8215,2.808,0.501,9.60,169.92,256.19,5.12,2461096.14,"Otto Matic",2007-02-10,2021-12-02,628,102.60,APO,0.0198
20481532,"481532 (2007 LE)",481532,"JPL 71",,0.5157,1.839,0.890,29.55,73.62,4.16,2.79,2460589.98,"Otto Matic",2001-12-20,2022-07-02,486,120.28,APO,0.0476
20481817,"481817 (2008 UL90)",481817,"JPL 72",,0.3799,0.695,0.431,24.31,81.13,2.40,0.96,2460599.09,"Otto Matic",2008-10-26,2023-12-24,343,183.67,IEO,0.026
20482250,"482250 (2011 LL2)",482250,"JPL 59",,0.0965,1.134,1.025,24.68,68.23,38.75,1.24,2460553.02,"Otto Matic",2011-06-05,2023-01-09,314,163.63,AMO,0.0163
20482344,"482344 (2011 WL15)",482344,"JPL 45",,0.2819,1.352,0.971,18.39,72.91,234.60,1.73,2460800.52,"Otto Matic",2000-10-01,2022-12-01,143,170.72,APO,0.0391
20482467,"482467 (2012 LK9)",482467,"JPL 39",,0.6197,2.512,0.955,10.14,61.84,350.14,4.07,2460640.32,"Otto Matic",2012-06-12,2024-08-01,125,314.59,APO,0.0473
20482488,"482488 (2012 SW20)",482488,"JPL 34",,0.6785,2.462,0.791,10.16,209.59,63.97,4.13,2460349.83,"Otto Matic",2012-09-18,2016-10-27,293,62.39,APO,0.00269
20482650,"482650 (2013 BK18)",482650,"JPL 60",,0.4947,1.626,0.822,28.88,137.69,217.81,2.43,2460899.75,"Otto Matic",2013-01-16,2019-07-26,202,64.68,APO,0.0229
20482766,"482766 (2013 GF69)",482766,"JPL 39",,0.4976,1.967,0.988,10.01,174.89,357.04,2.95,2460608.77,"Otto Matic",2013-04-10,2024-04-15,93,153.19,APO,0.0144
20482796,"482796 (2013 QJ10)",482796,"JPL 83",,0.4251,0.9592,0.551,18.15,327.43,31.68,1.37,2460570.30,"Otto Matic",2002-11-07,2017-12-20,553,243.87,ATE,0.0246
20482798,"482798 (2013 QK48)",482798,"JPL 48",,0.8298,1.586,0.270,18.97,141.41,269.75,2.90,2460783.32,"Otto Matic",2001-08-24,2023-10-18,142,47.18,APO,0.0261
20483422,"483422 (2000 CE59)",483422,"JPL 103",,0.1668,1.138,0.948,12.26,318.62,16.23,1.33,2460580.52,"Otto Matic",2000-02-04,2023-01-29,395,307.53,APO,0.00768
20483423,"483423 (2000 DO1)",483423,"JPL 50",,0.6818,1.43,0.455,3.46,335.78,110.43,2.41,2460408.90,"Otto Matic",2000-02-16,2022-12-14,281,302.82,APO,0.0137
20483432,"483432 (2001 DF47)",483432,"JPL 29",,0.3708,1.215,0.765,18.47,146.62,293.85,1.67,2460690.40,"Otto Matic",2001-02-17,2020-04-22,103,260.28,APO,0.0174
20483508,"483508 (2003 CR1)",483508,"JPL 68",0.202,0.4628,1.453,0.780,12.72,310.93,179.82,2.12,2460281.09,"Otto Matic",2003-02-02,2024-03-31,281,101.97,APO,0.0276
20483560,"483560 (2004 BV1)",483560,"JPL 86",,0.3673,1.463,0.926,12.16,96.74,16.85,2.00,2460570.24,"Otto Matic",2004-01-16,2024-06-02,335,223.28,APO,0.012
20483989,"483989 (2006 CY10)",483989,"JPL 29",,0.4841,1.96,1.011,6.77,32.50,274.89,2.91,2460837.50,"Otto Matic",2006-02-09,2017-02-26,83,167.39,APO,0.0147
20484402,"484402 (2007 XH16)",484402,"JPL 81",0.452,0.2348,1.187,0.908,27.43,91.27,323.00,1.47,2460649.04,"Otto Matic",2007-12-08,2021-06-06,459,58.32,APO,0.0145
20484506,"484506 (2008 ER7)",484506,"JPL 50",,0.6241,1.486,0.559,2.24,323.41,117.92,2.41,2460383.66,"Otto Matic",2008-03-06,2019-04-06,219,81.04,APO,0.00119
20484517,"484517 (2008 EC69)",484517,"JPL 97",,0.6194,2.752,1.047,24.84,93.22,208.03,4.46,2461304.48,"Otto Matic",1994-05-04,2022-11-23,456,178.15,AMO,0.0324
20484976,"484976 (2009 UN3)",484976,"JPL 79",,0.5756,2.328,0.988,37.43,141.96,54.94,3.67,2460402.55,"Otto Matic",2003-03-07,2017-04-21,360,338.75,APO,0.027
20485652,"485652 (2011 WO41)",485652,"JPL 113",,0.7292,3.024,0.819,20.14,111.08,150.80,5.23,2459796.00,"Otto Matic",2011-11-23,2022-07-07,700,126.39,APO,0.0174
20487577,"487577 (2014 YQ15)",487577,"JPL 51",,0.2358,0.9638,0.737,10.92,81.83,230.94,1.19,2460724.39,"Otto Matic",2014-12-07,2017-04-16,173,252.34,ATE,0.00225
20488453,"488453 (1994 XD)",488453,"JPL 110",,0.7337,2.344,0.624,4.33,96.02,122.74,4.06,2460153.65,"Otto Matic",1994-12-01,2024-01-19,658,249.55,APO,0.0199
20488490,"488490 (2000 AF205)",488490,"JPL 59",,0.2770,1.035,0.748,2.41,219.90,292.48,1.32,2460672.61,"Otto Matic",2000-01-08,2021-02-13,245,127.51,APO,0.0184
20488515,"488515 (2001 FE90)",488515,"JPL 58",,0.4952,1.935,0.977,8.81,98.38,256.64,2.89,2460882.75,"Otto Matic",2001-03-26,2017-03-18,292,145.42,APO,0.0138
20488789,"488789 (2004 XK50)",488789,"JPL 32",1.039,0.6886,1.451,0.452,38.23,94.05,88.88,2.45,2460442.87,"Otto Matic",2004-12-14,2018-12-24,164,104.02,APO,0.0415
20489486,"489486 (2007 GS3)",489486,"JPL 123",,0.1291,1.061,0.924,15.09,215.39,306.17,1.20,2460660.20,"Otto Matic",2007-04-11,2021-01-08,623,61.07,APO,0.0201
20490354,"490354 (2009 FF19)",490354,"JPL 42",,0.4092,1.213,0.717,0.56,84.88,127.29,1.71,2460428.01,"Otto Matic",2005-04-12,2022-01-07,135,244.81,APO,0.00413
20490581,"490581 (2009 WZ104)",490581,"JPL 61",0.237,0.1927,0.8553,0.690,9.84,263.25,71.51,1.02,2460543.11,"Otto Matic",2005-11-19,2017-12-23,1188,10.56,ATE,0.0306
20494658,"494658 (2000 UG11)",494658,"JPL 49",,0.5718,1.929,0.826,8.91,223.91,322.34,3.03,2460702.86,"Otto Matic",2000-10-21,2024-09-10,442,240.87,APO,0.00933
20494690,"494690 (2004 JQ1)",494690,"JPL 47",,0.4500,1.193,0.656,32.83,77.05,168.24,1.73,2460377.96,"Otto Matic",2004-05-11,2021-06-01,191,272.66,APO,0.0315
20494697,"494697 (2004 SW55)",494697,"JPL 47",,0.3340,1.428,0.951,8.79,75.12,241.22,1.90,2460806.07,"Otto Matic",2004-09-24,2022-02-24,175,352.85,APO,0.0307
20494710,"494710 (2005 MO13)",494710,"JPL 71",,0.4108,0.8636,0.509,6.32,176.57,251.77,1.22,2460688.62,"Otto Matic",2001-06-30,2021-06-18,304,250.22,ATE,0.0424
20494975,"494975 (2009 WO106)",494975,"JPL 39",,0.3853,1.374,0.845,17.35,281.69,105.64,1.90,2460427.85,"Otto Matic",2009-11-26,2023-02-19,151,134.68,APO,0.0495
20494999,"494999 (2010 JU39)",494999,"JPL 39",,0.5461,0.9191,0.417,36.22,95.16,294.11,1.42,2460659.41,"Otto Matic",2003-06-07,2024-05-27,179,311.38,ATE,0.00389
20495187,"495187 (2012 VO76)",495187,"JPL 32",,0.2150,1.204,0.945,36.95,229.47,272.72,1.46,2460717.54,"Otto Matic",2009-06-01,2021-06-17,130,297.36,APO,0.0361
20496005,"496005 (2007 XJ16)",496005,"JPL 86",,0.5563,2.258,1.002,6.23,309.06,32.92,3.51,2460487.17,"Otto Matic",2007-12-05,2017-12-14,474,32.99,APO,0.0265
20496013,"496013 (2008 EL6)",496013,"JPL 24",,0.4810,1.728,0.897,13.14,177.66,93.80,2.56,2460384.31,"Otto Matic",2008-03-05,2017-07-27,82,38.41,APO,0.0198
20496816,"496816 (1989 UP)",496816,"JPL 77",0.3,0.4722,1.862,0.982,3.85,53.16,256.52,2.74,2460867.17,"Otto Matic",1989-10-27,2023-02-13,368,17.82,APO,0.00594
20496817,"496817 (1989 VB)",496817,"JPL 73",0.4,0.4601,1.862,1.005,2.18,37.85,278.40,2.72,2460810.83,"Otto Matic",1989-11-01,2022-12-27,308,330.92,APO,0.0168
20496860,"496860 (1999 XL136)",496860,"JPL 52",,0.6465,1.819,0.643,8.91,269.97,28.38,3.00,2460529.85,"Otto Matic",1999-12-12,2022-08-01,304,275.47,APO,0.00425
20496901,"496901 (2001 HB)",496901,"JPL 35",,0.6940,1.314,0.402,9.28,195.82,260.14,2.23,2460753.09,"Otto Matic",1998-04-19,2023-06-27,106,238.00,APO,0.0133
20497117,"497117 (2004 FU4)",497117,"JPL 111",,0.2639,1.26,0.928,23.25,31.56,296.47,1.59,2460691.68,"Otto Matic",2004-03-19,2022-06-06,487,46.31,APO,0.00256
20499582,"499582 (2010 TH19)",499582,"JPL 52",0.461,0.3101,1.464,1.010,6.83,254.20,277.30,1.92,2460749.18,"Otto Matic",2010-10-07,2024-08-06,261,201.50,APO,0.0368
20500080,"500080 (2011 WV134)",500080,"JPL 126",,0.6753,2.795,0.907,6.02,157.64,250.63,4.68,2461119.05,"Otto Matic",2006-11-23,2022-08-28,993,25.90,APO,0.018
20503861,"503861 (1998 WZ1)",503861,"JPL 49",,0.5566,2.163,0.959,4.31,344.84,35.72,3.37,2460485.18,"Otto Matic",1998-11-16,2018-05-16,121,137.37,APO,0.023
20503941,"503941 (2003 UV11)",503941,"JPL 88",0.260,0.7626,1.453,0.345,5.93,31.78,324.10,2.56,2460664.33,"Otto Matic",1996-10-12,2024-10-12,933,124.95,APO,0.00787
20504034,"504034 (2005 UJ159)",504034,"JPL 63",,0.8317,3.343,0.563,35.61,80.25,26.44,6.12,2460436.53,Giorgini,2005-10-30,2024-07-13,307,95.79,APO,0.0389
20504256,"504256 (2006 VD13)",504256,"JPL 87",,0.4837,1.948,1.006,11.71,313.94,185.93,2.89,2461080.70,"Otto Matic",2000-07-29,2022-09-26,482,162.89,APO,0.0336
20504680,"504680 (2009 EO2)",504680,"JPL 50",,0.4807,1.712,0.889,11.48,264.63,2.81,2.53,2460594.11,"Otto Matic",2009-03-05,2017-12-21,179,220.60,APO,0.0127
20504800,"504800 (2010 CO1)",504800,"JPL 33",0.380,0.2179,1.013,0.792,24.02,351.56,78.84,1.23,2460518.98,"Otto Matic",2010-01-07,2019-11-08,158,252.71,APO,0.0222
20505178,"505178 (2012 TV78)",505178,"JPL 80",,0.5488,1.816,0.819,7.47,251.75,268.57,2.81,2460827.48,"Otto Matic",2002-10-11,2022-10-25,333,244.94,APO,0.014
20505657,"505657 (2014 SR339)",505657,"JPL 199",0.971,0.3038,1.299,0.905,29.79,138.74,217.16,1.69,2460815.18,"Otto Matic",2014-09-30,2024-06-12,1632,299.64,APO,0.0368
20506074,"506074 Svarog (2015 UM67)",506074,"JPL 93",0.665,0.6874,1.558,0.487,6.01,150.02,247.70,2.63,2460822.02,"Otto Matic",2015-10-24,2023-12-17,428,132.27,APO,0.0482
20506491,"506491 (2003 UW29)",506491,"JPL 29",,0.8386,1.17,0.189,3.76,196.48,255.96,2.15,2460734.02,"Otto Matic",2000-12-29,2022-12-01,101,55.27,APO,0.0181
20506732,"506732 (2006 VW2)",506732,"JPL 42",,0.2944,1.236,0.872,10.05,229.77,290.05,1.60,2460698.02,"Otto Matic",2006-11-11,2021-11-07,153,299.68,APO,0.0145
20506859,"506859 (2007 VW137)",506859,"JPL 57",,0.7348,2.236,0.593,5.83,297.40,351.64,3.88,2460628.88,"Otto Matic",2007-11-08,2018-08-13,230,247.48,APO,0.032
20507716,"507716 (2013 UP8)",507716,"JPL 42",,0.6191,2.535,0.966,47.83,55.16,318.58,4.10,2460770.11,"Otto Matic",2013-10-25,2021-10-04,139,187.36,APO,0.0405
20508774,"508774 (1999 JE1)",508774,"JPL 43",,0.7017,1.323,0.395,20.91,53.06,214.12,2.25,2460825.80,"Otto Matic",1999-05-07,2021-02-01,161,302.74,APO,0.0251
20508908,"508908 (2003 YX1)",508908,"JPL 81",,0.2670,0.8797,0.645,5.76,89.62,197.32,1.11,2460736.68,"Otto Matic",2003-12-19,2023-02-26,433,223.14,ATE,0.0118
20508967,"508967 (2004 VC17)",508967,"JPL 56",,0.8109,1.895,0.358,20.40,229.17,247.56,3.43,2460898.12,"Otto Matic",2004-11-07,2020-03-25,409,65.16,APO,0.00164
20509191,"509191 (2006 OC5)",509191,"JPL 45",,0.6521,2.402,0.836,4.74,149.09,305.36,3.97,2460806.82,"Otto Matic",2006-07-21,2018-01-30,205,245.80,APO,0.0145
20509352,"509352 (2007 AG)",509352,"JPL 57",,0.3741,0.7206,0.451,11.95,283.22,192.55,0.99,2460704.43,"Otto Matic",2007-01-08,2018-01-27,252,5.71,ATE,0.0046
20509456,"509456 (2007 LF)",509456,"JPL 45",,0.4198,1.682,0.976,6.99,239.39,359.45,2.39,2460601.71,"Otto Matic",2007-06-07,2018-09-05,325,333.92,APO,0.00257
20509821,"509821 (2008 WQ63)",509821,"JPL 34",,0.6071,1.734,0.681,0.92,317.08,308.58,2.79,2460719.63,"Otto Matic",2002-07-18,2018-08-08,201,229.02,APO,0.00798
20509935,"509935 (2009 QL8)",509935,"JPL 65",,0.5409,1.931,0.887,4.24,84.47,202.68,2.98,2461028.86,"Otto Matic",2009-08-20,2019-06-03,271,339.66,APO,0.028
